Date,Time,Address,Players,Max Players,Version
2021-02-08,05:21:25.800141,51.79.37.206:2303,72,99,2.00.146773
2021-02-08,05:26:27.418599,51.79.37.206:2303,72,99,2.00.146773
2021-02-08,05:31:28.481583,51.79.37.206:2303,76,99,2.00.146773
2021-02-08,05:36:29.552629,51.79.37.206:2303,76,99,2.00.146773
2021-02-08,05:41:30.436063,51.79.37.206:2303,78,99,2.00.146773
2021-02-08,05:46:31.293003,51.79.37.206:2303,85,99,2.00.146773
2021-02-08,05:51:32.381985,51.79.37.206:2303,85,99,2.00.146773
2021-02-08,05:56:33.250708,51.79.37.206:2303,85,99,2.00.146773
2021-02-08,06:01:34.506604,51.79.37.206:2303,84,99,2.00.146773
2021-02-08,06:06:35.783754,51.79.37.206:2303,86,99,2.00.146773
2021-02-08,06:11:36.211174,51.79.37.206:2303,83,99,2.00.146773
2021-02-08,06:16:37.326448,51.79.37.206:2303,80,99,2.00.146773
2021-02-08,06:21:38.289843,51.79.37.206:2303,83,99,2.00.146773
2021-02-08,06:26:39.264850,51.79.37.206:2303,81,99,2.00.146773
2021-02-08,06:31:40.200824,51.79.37.206:2303,81,99,2.00.146773
2021-02-08,06:36:41.423698,51.79.37.206:2303,66,99,2.00.146773
2021-02-08,06:41:42.249214,51.79.37.206:2303,65,99,2.00.146773
2021-02-08,06:46:43.308832,51.79.37.206:2303,69,99,2.00.146773
2021-02-08,06:51:44.492098,51.79.37.206:2303,74,99,2.00.146773
2021-02-08,06:56:45.408727,51.79.37.206:2303,74,99,2.00.146773
2021-02-08,07:01:46.619311,51.79.37.206:2303,77,99,2.00.146773
2021-02-08,07:06:47.093402,51.79.37.206:2303,76,99,2.00.146773
2021-02-08,07:11:48.218308,51.79.37.206:2303,80,99,2.00.146773
2021-02-08,07:16:49.378403,51.79.37.206:2303,80,99,2.00.146773
2021-02-08,07:21:50.441155,51.79.37.206:2303,79,99,2.00.146773
2021-02-08,07:26:51.413237,51.79.37.206:2303,79,99,2.00.146773
2021-02-08,07:31:52.276454,51.79.37.206:2303,71,99,2.00.146773
2021-02-08,07:36:53.484339,51.79.37.206:2303,69,99,2.00.146773
2021-02-08,07:41:54.653279,51.79.37.206:2303,69,99,2.00.146773
2021-02-08,07:46:55.213301,51.79.37.206:2303,66,99,2.00.146773
2021-02-08,07:51:56.401566,51.79.37.206:2303,68,99,2.00.146773
2021-02-08,07:56:57.266582,51.79.37.206:2303,68,99,2.00.146773
2021-02-08,08:01:58.245403,51.79.37.206:2303,68,99,2.00.146773
2021-02-08,08:06:59.158274,51.79.37.206:2303,67,99,2.00.146773
2021-02-08,08:12:00.063460,51.79.37.206:2303,69,99,2.00.146773
2021-02-08,08:17:01.356048,51.79.37.206:2303,71,99,2.00.146773
2021-02-08,08:22:02.286086,51.79.37.206:2303,73,99,2.00.146773
2021-02-08,08:27:06.947050,51.79.37.206:2303,56,99,2.00.146773
2021-02-08,08:32:07.197606,51.79.37.206:2303,60,99,2.00.146773
2021-02-08,08:37:08.471552,51.79.37.206:2303,61,99,2.00.146773
2021-02-08,08:42:11.691629,51.79.37.206:2303,59,99,2.00.146773
2021-02-08,08:47:12.592166,51.79.37.206:2303,62,99,2.00.146773
2021-02-08,08:52:13.149679,51.79.37.206:2303,61,99,2.00.146773
2021-02-08,08:57:14.439485,51.79.37.206:2303,61,99,2.00.146773
2021-02-08,09:02:15.199493,51.79.37.206:2303,60,99,2.00.146773
